,id,Total Users,Engagement Level,DAU/MAU,Active,Notification Level,Time Per User Level,Active User Level,Login Ratio Level,Login Level,state,join_date,staffed_beds,number_discharges,est_ED_visits,average_LOS,LWBS_rate,region,geographic_classification,hospital_type,firm_type
3765,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3766,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3767,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3768,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3769,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3770,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,very low,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3771,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3772,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3773,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3774,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3775,60ff71a3-d912-44ed-a784-84d10b65311e,10,Red,0.0,Inactive,high,very low,very low,very low,very low,WV,11/16/2017,146.0,7809.0,60287.0,4.0,0.0,Southeast,Urban,Short Term Acute Care Hospital,Hospital
3776,612f7623-20fd-45cd-8265-ee4da616f3de,21,Orange,0.172,Active,very low,medium,low,medium,medium,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3777,612f7623-20fd-45cd-8265-ee4da616f3de,21,Orange,0.129,Active,very low,medium,very low,medium,low,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3778,612f7623-20fd-45cd-8265-ee4da616f3de,21,Green,0.21,Active,low,high,very low,medium,medium,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3779,612f7623-20fd-45cd-8265-ee4da616f3de,22,Green,0.207,Active,low,high,very low,medium,low,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3780,612f7623-20fd-45cd-8265-ee4da616f3de,22,Orange,0.177,Active,very low,high,very low,medium,very low,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3781,612f7623-20fd-45cd-8265-ee4da616f3de,22,Red,0.183,Active,very low,high,very low,medium,very low,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3782,612f7623-20fd-45cd-8265-ee4da616f3de,22,Orange,0.29,Active,very low,high,very low,medium,low,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3783,612f7623-20fd-45cd-8265-ee4da616f3de,29,Orange,0.233,Active,very low,high,very low,medium,medium,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3784,612f7623-20fd-45cd-8265-ee4da616f3de,29,Orange,0.468,Active,very low,high,very low,high,low,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3785,612f7623-20fd-45cd-8265-ee4da616f3de,29,Orange,0.161,Active,very low,medium,very low,low,high,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3786,612f7623-20fd-45cd-8265-ee4da616f3de,29,Orange,0.2,Active,very low,high,very low,medium,very low,ID,7/15/2018,186.0,11406.0,38703.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3787,6174268f-de86-48ed-a778-e4526b24664c,14,Orange,0.04,Active,medium,very low,low,low,medium,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3788,6174268f-de86-48ed-a778-e4526b24664c,9,Orange,0.0,Inactive,medium,very low,very low,very low,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3789,6174268f-de86-48ed-a778-e4526b24664c,10,Orange,0.124,Active,medium,high,low,medium,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3790,6174268f-de86-48ed-a778-e4526b24664c,9,Orange,0.284,Active,medium,high,medium,high,low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3791,6174268f-de86-48ed-a778-e4526b24664c,8,Orange,0.387,Active,medium,high,low,high,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3792,6174268f-de86-48ed-a778-e4526b24664c,7,Red,0.733,Active,very low,high,low,high,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3793,6174268f-de86-48ed-a778-e4526b24664c,6,Orange,0.21,Active,medium,high,medium,high,low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3794,6174268f-de86-48ed-a778-e4526b24664c,6,Orange,0.567,Active,medium,high,low,high,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3795,6174268f-de86-48ed-a778-e4526b24664c,6,Orange,0.656,Active,medium,high,medium,high,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3796,6174268f-de86-48ed-a778-e4526b24664c,6,Orange,0.306,Active,medium,high,low,high,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3797,6174268f-de86-48ed-a778-e4526b24664c,7,Orange,0.203,Active,medium,high,medium,high,very low,CA,2/18/2017,409.0,19280.0,69955.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3798,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3799,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3800,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3801,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3802,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3803,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,high,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3804,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3805,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3806,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3807,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3808,624470d6-8100-431b-9aa9-c9e751d48151,0,Red,0.0,Inactive,low,very low,very low,very low,very low,NM,12/15/2017,82.0,2050.0,28388.0,3.0,0.0,Southwest,Rural,Short Term Acute Care Hospital,Hospital
3809,6392a61d-2e76-4046-b3f1-b2649b30f835,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3810,6392a61d-2e76-4046-b3f1-b2649b30f835,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3811,6392a61d-2e76-4046-b3f1-b2649b30f835,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3812,6392a61d-2e76-4046-b3f1-b2649b30f835,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3813,6392a61d-2e76-4046-b3f1-b2649b30f835,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3814,6392a61d-2e76-4046-b3f1-b2649b30f835,0,Red,0.0,Inactive,low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3815,6392a61d-2e76-4046-b3f1-b2649b30f835,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3816,6392a61d-2e76-4046-b3f1-b2649b30f835,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3817,6392a61d-2e76-4046-b3f1-b2649b30f835,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3818,6392a61d-2e76-4046-b3f1-b2649b30f835,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3819,6392a61d-2e76-4046-b3f1-b2649b30f835,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,AK,5/29/2017,25.0,1257.0,9874.0,2.0,0.0,West,Rural,Critical Access Hospital,Hospital
3820,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,high,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3821,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,high,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3822,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,medium,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3823,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,medium,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3824,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,medium,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3825,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,very low,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3826,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3827,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3828,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3829,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3830,63ae6666-d6da-49e5-a162-169b5f0915ff,1,Red,0.0,Inactive,low,very low,very low,very low,very low,VA,6/7/2018,185.0,5615.0,51814.0,8.0,0.0,Southeast,Urban,Childrens Hospital,Hospital
3831,65d792b1-4eef-4133-a35b-c3f38f023ce1,8,Yellow,0.233,Active,medium,high,medium,high,low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3832,65d792b1-4eef-4133-a35b-c3f38f023ce1,9,Yellow,0.168,Active,medium,high,medium,high,low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3833,65d792b1-4eef-4133-a35b-c3f38f023ce1,9,Yellow,0.173,Active,medium,high,low,high,very low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3834,65d792b1-4eef-4133-a35b-c3f38f023ce1,9,Yellow,0.287,Active,medium,high,low,high,low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3835,65d792b1-4eef-4133-a35b-c3f38f023ce1,3,Green,0.333,Active,medium,high,high,high,very low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3836,65d792b1-4eef-4133-a35b-c3f38f023ce1,3,Red,0.511,Active,medium,high,high,high,very low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3837,65d792b1-4eef-4133-a35b-c3f38f023ce1,3,Green,0.29,Active,medium,high,high,high,very low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3838,65d792b1-4eef-4133-a35b-c3f38f023ce1,3,Yellow,0.333,Active,medium,high,high,high,low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3839,65d792b1-4eef-4133-a35b-c3f38f023ce1,3,Green,0.333,Active,medium,high,high,high,very low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3840,65d792b1-4eef-4133-a35b-c3f38f023ce1,4,Yellow,0.218,Active,medium,high,high,high,low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3841,65d792b1-4eef-4133-a35b-c3f38f023ce1,5,Yellow,0.25,Active,medium,medium,high,high,very low,MA,5/2/2017,364.0,16749.0,45320.0,5.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3842,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3843,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3844,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3845,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3846,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3847,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3848,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3849,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3850,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3851,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3852,66641b35-d203-4db2-83d2-b1a86b77f122,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,UT,3/4/2017,170.0,7639.0,39334.0,4.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3853,66848a21-6bea-4734-8a37-10dfce49f186,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3854,66848a21-6bea-4734-8a37-10dfce49f186,3,Orange,0.032,Active,very low,very low,low,very low,medium,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3855,66848a21-6bea-4734-8a37-10dfce49f186,2,Orange,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3856,66848a21-6bea-4734-8a37-10dfce49f186,2,Orange,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3857,66848a21-6bea-4734-8a37-10dfce49f186,2,Yellow,0.032,Active,very low,very low,medium,very low,medium,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3858,66848a21-6bea-4734-8a37-10dfce49f186,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3859,66848a21-6bea-4734-8a37-10dfce49f186,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3860,66848a21-6bea-4734-8a37-10dfce49f186,3,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3861,66848a21-6bea-4734-8a37-10dfce49f186,2,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3862,66848a21-6bea-4734-8a37-10dfce49f186,2,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3863,66848a21-6bea-4734-8a37-10dfce49f186,2,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,5/18/2018,58.0,0.0,0.0,0.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
3864,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3865,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3866,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3867,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3868,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3869,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3870,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3871,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3872,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3873,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3874,670b0691-244f-43c3-95bb-683b0f8d79b1,6,Red,0.0,Inactive,very low,very low,very low,very low,very low,CA,9/10/2017,182.0,8990.0,40073.0,3.0,0.0,West,Urban,Short Term Acute Care Hospital,Hospital
3875,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,high,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3876,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,high,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3877,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,high,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3878,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,high,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3879,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,high,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3880,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,very low,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3881,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,medium,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3882,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,medium,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3883,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,medium,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3884,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,high,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3885,68140ad8-d599-46fa-8cd7-39b8065e21ca,2,Red,0.0,Inactive,medium,very low,very low,very low,very low,NM,5/30/2017,140.0,0.0,0.0,0.0,0.0,Southwest,Urban,Short Term Acute Care Hospital,Hospital
3886,68386574-68c8-481a-942d-16c95536774b,0,Red,0.0,Inactive,very low,very low,very low,very low,very low,MA,8/16/2019,125.0,7390.0,71879.0,4.0,0.0,Northeast,Urban,Short Term Acute Care Hospital,Hospital
